LIST OF FOREIGN GENOMIC SEGMENTS:
Start     End       Origin  HomeCluster  BAPSIndex  StrainName
1818466   1819026   5       3            1          2255_1
1821473   1821871   4       3            1          2255_1
1831282   1831597   5       3            1          2255_1
1836185   1837787   5       3            1          2255_1
1838638   1840532   3       3            1          2255_1
1851070   1851759   4       3            1          2255_1
1855764   1859113   4       3            1          2255_1
1859672   1861758   5       3            1          2255_1
1863690   1864036   5       3            1          2255_1
1867042   1868126   5       3            1          2255_1
1868236   1868625   3       3            1          2255_1
1868937   1871135   4       3            1          2255_1
1886896   1888444   3       3            1          2255_1
1888531   1888958   2       3            1          2255_1
1889476   1889588   3       3            1          2255_1
1893774   1894866   2       3            1          2255_1
1895942   1896766   4       3            1          2255_1
1897146   1897889   2       3            1          2255_1
1898697   1899109   4       3            1          2255_1
1903833   1904146   4       3            1          2255_1
1908587   1912183   2       3            1          2255_1
1916543   1917006   3       3            1          2255_1
1917156   1917231   4       3            1          2255_1
1917297   1917625   4       3            1          2255_1
1950433   1950667   4       3            1          2255_1
1956016   1956812   5       3            1          2255_1
1961125   1961331   3       3            1          2255_1
1971160   1972456   5       3            1          2255_1
1976215   1976574   5       3            1          2255_1
1977175   1977828   2       3            1          2255_1
1985995   1986443   5       3            1          2255_1
1996657   1998222   4       3            1          2255_1
1999424   2000711   4       3            1          2255_1
2007709   2008448   2       3            1          2255_1
2011185   2013547   4       3            1          2255_1
2014642   2016029   2       3            1          2255_1
2021710   2023184   5       3            1          2255_1
2023185   2024426   4       3            1          2255_1
2037711   2038494   5       3            1          2255_1
2044215   2044314   4       3            1          2255_1
2050650   2050986   4       3            1          2255_1
2053755   2055814   4       3            1          2255_1
2071664   2072165   5       3            1          2255_1
2073433   2074472   5       3            1          2255_1
2076321   2076811   5       3            1          2255_1
2079079   2079431   5       3            1          2255_1
2084504   2084922   3       3            1          2255_1
2087248   2087643   4       3            1          2255_1
2096461   2096614   3       3            1          2255_1
2097628   2097983   3       3            1          2255_1
2098464   2099580   3       3            1          2255_1
2116752   2117763   2       3            1          2255_1
2123631   2123713   2       3            1          2255_1
2128164   2128263   3       3            1          2255_1
2138802   2139025   5       3            1          2255_1
2150139   2150706   2       3            1          2255_1
2154902   2156178   4       3            1          2255_1
2159858   2160099   4       3            1          2255_1
2164037   2165954   2       3            1          2255_1
2168589   2169044   2       3            1          2255_1
2177331   2180560   5       3            1          2255_1
2181545   2182075   4       3            1          2255_1
2182804   2183312   4       3            1          2255_1
2186562   2186814   2       3            1          2255_1
2193447   2199300   3       3            1          2255_1
2199509   2199684   3       3            1          2255_1
2205000   2206260   4       3            1          2255_1
2220850   2220974   3       3            1          2255_1
2225616   2226862   4       3            1          2255_1
2226863   2227223   3       3            1          2255_1
2230273   2230669   5       3            1          2255_1
2231579   2231927   4       3            1          2255_1
2232303   2233572   5       3            1          2255_1
2234049   2234298   5       3            1          2255_1
2236494   2237339   4       3            1          2255_1
2237340   2237637   5       3            1          2255_1
2248862   2249977   4       3            1          2255_1
2264872   2265967   4       3            1          2255_1
2268244   2268734   4       3            1          2255_1
2283336   2283786   2       3            1          2255_1
2291240   2291796   4       3            1          2255_1
2299449   2300170   2       3            1          2255_1
2302004   2302446   4       3            1          2255_1
2306529   2306973   4       3            1          2255_1
2311377   2311505   5       3            1          2255_1
2312114   2312841   5       3            1          2255_1
2316380   2316708   5       3            1          2255_1
2321807   2322016   2       3            1          2255_1
2332167   2333872   4       3            1          2255_1
2351435   2353055   5       3            1          2255_1
2364070   2364340   4       3            1          2255_1
2366779   2367884   2       3            1          2255_1
2379323   2380253   4       3            1          2255_1
2381687   2381881   4       3            1          2255_1
2382385   2382621   3       3            1          2255_1
2395965   2397505   3       3            1          2255_1
2405295   2405900   4       3            1          2255_1
2408876   2410350   5       3            1          2255_1
2429962   2431245   5       3            1          2255_1
2432010   2432964   5       3            1          2255_1
2446606   2446798   5       3            1          2255_1
2465723   2466029   4       3            1          2255_1
2469690   2471204   3       3            1          2255_1
2471837   2472074   3       3            1          2255_1
2476725   2477356   3       3            1          2255_1
2482308   2482485   4       3            1          2255_1
2483851   2484134   5       3            1          2255_1
2488251   2488613   2       3            1          2255_1
2490215   2490710   5       3            1          2255_1
2494053   2495464   2       3            1          2255_1
2507651   2507956   3       3            1          2255_1
2508761   2509613   5       3            1          2255_1
2516611   2517838   3       3            1          2255_1
2518694   2518896   3       3            1          2255_1
2523171   2524315   3       3            1          2255_1
2527210   2527235   3       3            1          2255_1
2532942   2533206   3       3            1          2255_1
2540546   2541177   2       3            1          2255_1
2541425   2542747   5       3            1          2255_1
2551588   2552717   3       3            1          2255_1
2553120   2553910   5       3            1          2255_1
2554608   2557586   3       3            1          2255_1
2557802   2557870   3       3            1          2255_1
2558123   2558593   5       3            1          2255_1
2562074   2562666   5       3            1          2255_1
2567114   2567797   4       3            1          2255_1
2576798   2577226   3       3            1          2255_1
2578831   2581338   2       3            1          2255_1
2586817   2587149   4       3            1          2255_1
2587567   2587670   5       3            1          2255_1
2587765   2589413   5       3            1          2255_1
2590093   2590963   4       3            1          2255_1
2603584   2603839   2       3            1          2255_1
2607024   2607340   2       3            1          2255_1
2610917   2611290   2       3            1          2255_1
2626409   2627065   4       3            1          2255_1
2628988   2629144   5       3            1          2255_1
2630544   2631042   5       3            1          2255_1
2637776   2638342   4       3            1          2255_1
2639207   2639485   4       3            1          2255_1
2639859   2640843   2       3            1          2255_1
2648491   2648763   3       3            1          2255_1
2648953   2653094   3       3            1          2255_1
2656146   2660263   4       3            1          2255_1
2668039   2668912   3       3            1          2255_1
2678783   2678853   3       3            1          2255_1
2680421   2680779   3       3            1          2255_1
2681686   2682957   4       3            1          2255_1
2684020   2684415   4       3            1          2255_1
2695022   2695121   2       3            1          2255_1
2702988   2703757   3       3            1          2255_1
2709729   2709937   2       3            1          2255_1
2722264   2722710   3       3            1          2255_1
2723657   2726173   3       3            1          2255_1
2729389   2729599   2       3            1          2255_1
2729831   2730747   2       3            1          2255_1
2736802   2737152   2       3            1          2255_1
2737399   2738848   2       3            1          2255_1
2740960   2741136   2       3            1          2255_1
2748737   2749794   2       3            1          2255_1
2757637   2759063   5       3            1          2255_1
2765359   2765849   3       3            1          2255_1
2768919   2769638   3       3            1          2255_1
2776159   2776338   2       3            1          2255_1
2785438   2785898   3       3            1          2255_1
2793759   2793959   3       3            1          2255_1
2799746   2799989   4       3            1          2255_1
2801096   2802410   4       3            1          2255_1
2824954   2825283   4       3            1          2255_1
2825614   2825954   4       3            1          2255_1
2829444   2829788   4       3            1          2255_1
2833826   2834155   5       3            1          2255_1
2834885   2836139   5       3            1          2255_1
2837495   2837908   5       3            1          2255_1
2842228   2843714   4       3            1          2255_1
2845010   2846009   4       3            1          2255_1
2847932   2848815   5       3            1          2255_1
2858217   2858430   4       3            1          2255_1
2862642   2863480   5       3            1          2255_1
2865962   2866519   5       3            1          2255_1
2868611   2870998   5       3            1          2255_1
2874774   2876043   3       3            1          2255_1
2879485   2879820   3       3            1          2255_1
2881357   2881598   5       3            1          2255_1
2887346   2889320   5       3            1          2255_1
2889531   2889873   5       3            1          2255_1
2893207   2893401   3       3            1          2255_1
2925136   2925377   4       3            1          2255_1
2941437   2942598   4       3            1          2255_1
2951212   2951617   3       3            1          2255_1
2955668   2957282   5       3            1          2255_1
2958261   2958327   4       3            1          2255_1
2972959   2974447   5       3            1          2255_1
2988733   2990077   4       3            1          2255_1
2998004   2999768   4       3            1          2255_1
3002992   3003093   5       3            1          2255_1
3005180   3005465   5       3            1          2255_1
3030847   3031770   4       3            1          2255_1
3032072   3032950   4       3            1          2255_1
3032951   3033865   3       3            1          2255_1
3035889   3037261   2       3            1          2255_1
3037393   3037627   3       3            1          2255_1
3038303   3039004   4       3            1          2255_1
3048659   3049700   3       3            1          2255_1
3065534   3067392   2       3            1          2255_1
3069201   3069804   3       3            1          2255_1
3073806   3074047   2       3            1          2255_1
3085360   3085981   2       3            1          2255_1
3087548   3087615   2       3            1          2255_1
3098415   3099033   3       3            1          2255_1
3107832   3109385   5       3            1          2255_1
3109549   3110806   2       3            1          2255_1
3120520   3121322   5       3            1          2255_1
3121792   3122135   5       3            1          2255_1
3126994   3129582   2       3            1          2255_1
3131779   3132752   5       3            1          2255_1
3132939   3133362   5       3            1          2255_1
3134054   3134266   3       3            1          2255_1
3136061   3136465   4       3            1          2255_1
3136873   3137160   3       3            1          2255_1
3140421   3141793   2       3            1          2255_1
3147261   3147803   3       3            1          2255_1
3152937   3153206   2       3            1          2255_1
3165294   3165673   4       3            1          2255_1
3172013   3172779   2       3            1          2255_1
3183383   3183741   2       3            1          2255_1
3183831   3183868   3       3            1          2255_1
3183964   3184182   3       3            1          2255_1
3185078   3185161   2       3            1          2255_1
3191861   3193240   4       3            1          2255_1
3199712   3200097   3       3            1          2255_1
3201187   3201433   4       3            1          2255_1
3210106   3210697   4       3            1          2255_1
3212780   3214577   2       3            1          2255_1
3221564   3221739   2       3            1          2255_1
3237116   3238651   2       3            1          2255_1
3241250   3241600   2       3            1          2255_1
3247189   3247657   5       3            1          2255_1
3263654   3264286   2       3            1          2255_1
3269375   3271459   4       3            1          2255_1
3275380   3276787   4       3            1          2255_1
3278018   3280234   2       3            1          2255_1
3283514   3285029   2       3            1          2255_1
3285436   3285645   3       3            1          2255_1
3287558   3292514   4       3            1          2255_1
3313383   3315245   2       3            1          2255_1
3318894   3319544   5       3            1          2255_1
3319713   3319786   5       3            1          2255_1
3319787   3320064   2       3            1          2255_1
3320874   3322961   2       3            1          2255_1
3324581   3324723   5       3            1          2255_1
3330294   3330637   5       3            1          2255_1
3332562   3333138   5       3            1          2255_1
3343784   3344990   3       3            1          2255_1
3345494   3346086   3       3            1          2255_1
3363498   3363739   2       3            1          2255_1
3372903   3373208   3       3            1          2255_1
3374466   3374541   3       3            1          2255_1
3376395   3376597   2       3            1          2255_1
3387744   3388295   5       3            1          2255_1
3389099   3389953   4       3            1          2255_1
3404753   3406919   3       3            1          2255_1
3409801   3411241   4       3            1          2255_1
3423109   3424432   5       3            1          2255_1
3428953   3429472   3       3            1          2255_1
3435687   3435989   3       3            1          2255_1
3438670   3439411   5       3            1          2255_1
3439621   3440018   4       3            1          2255_1
3446637   3450044   5       3            1          2255_1
3451266   3452129   5       3            1          2255_1
3453086   3453421   5       3            1          2255_1
3461032   3461726   2       3            1          2255_1
3464694   3465721   2       3            1          2255_1
3475918   3476484   2       3            1          2255_1
3477478   3479314   3       3            1          2255_1
3482345   3482417   3       3            1          2255_1
3485087   3485937   5       3            1          2255_1
3488533   3488754   3       3            1          2255_1
3495021   3495733   5       3            1          2255_1
3497767   3498825   2       3            1          2255_1
3502961   3503853   4       3            1          2255_1
3510286   3511232   4       3            1          2255_1
3523726   3524317   4       3            1          2255_1
3527110   3527281   4       3            1          2255_1
3527446   3528163   4       3            1          2255_1
3535183   3537934   3       3            1          2255_1
3540022   3540624   3       3            1          2255_1
3542305   3543435   2       3            1          2255_1
3547108   3547486   2       3            1          2255_1
3548721   3549215   3       3            1          2255_1
3557557   3557907   2       3            1          2255_1
3565442   3565674   2       3            1          2255_1
3568891   3568948   2       3            1          2255_1
3574210   3575302   5       3            1          2255_1
3577445   3577671   5       3            1          2255_1
3577833   3578302   5       3            1          2255_1
3578699   3578769   3       3            1          2255_1
3584515   3586448   3       3            1          2255_1
3587206   3590683   3       3            1          2255_1
3597063   3597505   4       3            1          2255_1
3599548   3599817   4       3            1          2255_1
3611676   3611994   3       3            1          2255_1
3612603   3612852   3       3            1          2255_1
3645664   3646053   5       3            1          2255_1
3649978   3651156   4       3            1          2255_1
3655077   3656438   2       3            1          2255_1
3659074   3660021   5       3            1          2255_1
3661558   3662550   2       3            1          2255_1
3663227   3663591   3       3            1          2255_1
3664974   3665412   4       3            1          2255_1
3665831   3666207   5       3            1          2255_1
3678138   3678299   2       3            1          2255_1
3703686   3704188   5       3            1          2255_1
3704540   3704748   5       3            1          2255_1
3705576   3706386   3       3            1          2255_1
3707818   3708254   4       3            1          2255_1
3720902   3721418   5       3            1          2255_1
3723464   3723711   2       3            1          2255_1
3736476   3737695   2       3            1          2255_1
3741373   3741524   3       3            1          2255_1
3752413   3752645   3       3            1          2255_1
3803897   3804518   2       3            1          2255_1
3809785   3810092   3       3            1          2255_1
3810217   3810326   3       3            1          2255_1
3812435   3813452   5       3            1          2255_1
3814536   3815297   5       3            1          2255_1
3822538   3822857   4       3            1          2255_1
3830472   3832182   4       3            1          2255_1
3835663   3835967   3       3            1          2255_1
3842022   3842187   5       3            1          2255_1
3862296   3862721   2       3            1          2255_1
3867219   3868122   5       3            1          2255_1
3876158   3876380   5       3            1          2255_1
3876616   3877001   2       3            1          2255_1
3885998   3886067   3       3            1          2255_1
3886192   3886530   3       3            1          2255_1
3890367   3890618   2       3            1          2255_1
3893160   3893494   2       3            1          2255_1
3895843   3897375   3       3            1          2255_1
3898310   3899881   3       3            1          2255_1
3901761   3902179   3       3            1          2255_1
3904356   3904909   3       3            1          2255_1
3916667   3917248   3       3            1          2255_1
3919121   3919300   3       3            1          2255_1
3919594   3920040   4       3            1          2255_1
3928436   3928586   3       3            1          2255_1
3934538   3935076   5       3            1          2255_1
3936247   3936327   3       3            1          2255_1
3941799   3941879   3       3            1          2255_1
3942344   3942399   2       3            1          2255_1
3942472   3943226   4       3            1          2255_1
3943227   3943340   3       3            1          2255_1
3943419   3943641   3       3            1          2255_1
3943642   3943822   5       3            1          2255_1
3943841   3944325   3       3            1          2255_1
3968383   3969053   5       3            1          2255_1
3970270   3970872   3       3            1          2255_1
3970911   3975168   3       3            1          2255_1
3975180   3975442   2       3            1          2255_1
3977573   3979197   4       3            1          2255_1
3981935   3983172   3       3            1          2255_1
3987060   3987214   5       3            1          2255_1
3988504   3988992   3       3            1          2255_1
4001501   4001673   2       3            1          2255_1
4002688   4002868   5       3            1          2255_1
4004966   4005216   4       3            1          2255_1
4009275   4009407   4       3            1          2255_1
11487     11555     2       1            2          4976_1_1
12229     12596     2       1            2          4976_1_1
13273     13447     2       1            2          4976_1_1
14271     14457     3       1            2          4976_1_1
39188     41614     4       1            2          4976_1_1
42273     43288     4       1            2          4976_1_1
44797     44849     3       1            2          4976_1_1
46501     47137     5       1            2          4976_1_1
47138     47919     4       1            2          4976_1_1
49774     50668     3       1            2          4976_1_1
55625     55822     3       1            2          4976_1_1
63606     63826     2       1            2          4976_1_1
71638     72539     5       1            2          4976_1_1
73559     74373     3       1            2          4976_1_1
74673     74778     3       1            2          4976_1_1
75345     77073     3       1            2          4976_1_1
77822     78003     5       1            2          4976_1_1
79055     79650     3       1            2          4976_1_1
84506     84891     5       1            2          4976_1_1
94974     95666     3       1            2          4976_1_1
96442     97554     2       1            2          4976_1_1
98412     98792     3       1            2          4976_1_1
102296    102422    3       1            2          4976_1_1
105508    105988    3       1            2          4976_1_1
114781    116740    3       1            2          4976_1_1
128784    129502    5       1            2          4976_1_1
130248    130416    4       1            2          4976_1_1
132223    132598    3       1            2          4976_1_1
137537    138122    5       1            2          4976_1_1
146264    146925    3       1            2          4976_1_1
160160    161074    5       1            2          4976_1_1
177516    177725    4       1            2          4976_1_1
181556    181707    5       1            2          4976_1_1
182540    183024    5       1            2          4976_1_1
183943    184274    2       1            2          4976_1_1
187816    187891    2       1            2          4976_1_1
188233    191217    2       1            2          4976_1_1
192253    192455    3       1            2          4976_1_1
195822    196526    2       1            2          4976_1_1
203531    205074    2       1            2          4976_1_1
205939    206333    5       1            2          4976_1_1
207534    207956    2       1            2          4976_1_1
231257    232383    4       1            2          4976_1_1
263197    265109    3       1            2          4976_1_1
266207    266897    2       1            2          4976_1_1
277999    278455    2       1            2          4976_1_1
286288    287087    4       1            2          4976_1_1
315141    316234    4       1            2          4976_1_1
319029    319059    4       1            2          4976_1_1
319154    319251    4       1            2          4976_1_1
319727    319951    4       1            2          4976_1_1
320208    320534    3       1            2          4976_1_1
323366    324063    3       1            2          4976_1_1
324277    324439    3       1            2          4976_1_1
327339    329044    5       1            2          4976_1_1
332728    333013    4       1            2          4976_1_1
333462    334401    4       1            2          4976_1_1
338521    338963    3       1            2          4976_1_1
343617    344064    3       1            2          4976_1_1
344718    345350    3       1            2          4976_1_1
363241    363477    2       1            2          4976_1_1
364940    365283    5       1            2          4976_1_1
366817    366941    3       1            2          4976_1_1
367143    368225    3       1            2          4976_1_1
382497    383077    2       1            2          4976_1_1
394608    395814    2       1            2          4976_1_1
