LIST OF FOREIGN GENOMIC SEGMENTS:
Start     End       Origin  HomeCluster  BAPSIndex  StrainName
3690784   3691309   6       2            9          4976_1_11
3709156   3709971   1       2            9          4976_1_11
93371     94093     4       2            10         4976_1_3
468268    468581    6       2            10         4976_1_3
2257418   2258487   1       2            10         4976_1_3
2777398   2778278   5       2            10         4976_1_3
3469682   3471186   1       2            10         4976_1_3
3562115   3563269   4       2            10         4976_1_3
3687265   3688466   6       2            10         4976_1_3
3690784   3691309   6       2            10         4976_1_3
3709156   3709971   1       2            10         4976_1_3
93371     94093     4       2            11         4976_1_6
468268    468581    6       2            11         4976_1_6
2777398   2778278   5       2            11         4976_1_6
3469682   3471186   1       2            11         4976_1_6
3562115   3563269   4       2            11         4976_1_6
3687265   3688466   6       2            11         4976_1_6
3690784   3691309   6       2            11         4976_1_6
3709156   3709971   1       2            11         4976_1_6
93371     94093     4       2            12         4976_1_7
468268    468581    6       2            12         4976_1_7
1255965   1256076   5       2            12         4976_1_7
2777398   2778278   5       2            12         4976_1_7
3469682   3471186   1       2            12         4976_1_7
3562115   3563269   4       2            12         4976_1_7
3687265   3688466   6       2            12         4976_1_7
3690798   3691309   6       2            12         4976_1_7
3709156   3709971   1       2            12         4976_1_7
252907    255472    3       1            13         4976_1_8
256682    267869    5       1            13         4976_1_8
451794    454108    4       1            13         4976_1_8
530952    539072    5       1            13         4976_1_8
770581    771379    5       1            13         4976_1_8
1093956   1123220   5       1            13         4976_1_8
1146014   1149084   5       1            13         4976_1_8
1421539   1422834   5       1            13         4976_1_8
1969378   1970237   5       1            13         4976_1_8
1980228   1981729   5       1            13         4976_1_8
2047571   2048133   1       1            13         4976_1_8
2289152   2294912   5       1            13         4976_1_8
2523031   2527561   5       1            13         4976_1_8
2605107   2608942   5       1            13         4976_1_8
2634579   2637559   5       1            13         4976_1_8
2645701   2650256   5       1            13         4976_1_8
2863231   2864704   5       1            13         4976_1_8
2869892   2870043   4       1            13         4976_1_8
2937988   2939323   5       1            13         4976_1_8
2951970   2955966   5       1            13         4976_1_8
3026560   3028833   1       1            13         4976_1_8
3032442   3037659   5       1            13         4976_1_8
3044851   3048015   5       1            13         4976_1_8
3126478   3126881   3       1            13         4976_1_8
3182675   3185935   5       1            13         4976_1_8
3365325   3368641   5       1            13         4976_1_8
3378009   3379585   5       1            13         4976_1_8
3695226   3695515   4       1            13         4976_1_8
3743778   3743938   6       1            13         4976_1_8
468268    468581    6       6            14         4976_2_11
3319242   3319587   1       6            14         4976_2_11
3437816   3438536   3       6            14         4976_2_11
3455844   3456753   6       6            14         4976_2_11
3459901   3460905   6       6            14         4976_2_11
3495677   3496491   4       6            14         4976_2_11
3499021   3499694   5       6            14         4976_2_11
3559718   3560245   4       6            14         4976_2_11
3590380   3591069   5       6            14         4976_2_11
3604897   3605534   4       6            14         4976_2_11
3608795   3609453   3       6            14         4976_2_11
3629655   3630126   6       6            14         4976_2_11
3632511   3633064   6       6            14         4976_2_11
3639509   3640224   1       6            14         4976_2_11
3653805   3655144   3       6            14         4976_2_11
3659254   3659790   3       6            14         4976_2_11
3663462   3663835   4       6            14         4976_2_11
3665993   3666413   4       6            14         4976_2_11
3679558   3679990   4       6            14         4976_2_11
3682074   3682642   4       6            14         4976_2_11
3684860   3691309   6       6            14         4976_2_11
3691310   3691570   3       6            14         4976_2_11
3693429   3695203   3       6            14         4976_2_11
3696793   3699650   6       6            14         4976_2_11
3701918   3702719   1       6            14         4976_2_11
3704603   3704942   1       6            14         4976_2_11
3705817   3711021   1       6            14         4976_2_11
3714139   3717038   1       6            14         4976_2_11
3720881   3723484   3       6            14         4976_2_11
3724219   3725234   3       6            14         4976_2_11
3725983   3727249   3       6            14         4976_2_11
3729224   3729898   3       6            14         4976_2_11
3730682   3731632   3       6            14         4976_2_11
3732397   3732558   3       6            14         4976_2_11
3734967   3737444   5       6            14         4976_2_11
3737961   3743418   5       6            14         4976_2_11
3744518   3747559   6       6            14         4976_2_11
3748366   3750316   6       6            14         4976_2_11
3751686   3752341   4       6            14         4976_2_11
3753315   3762475   4       6            14         4976_2_11
3762644   3764821   4       6            14         4976_2_11
3766555   3775675   4       6            14         4976_2_11
3776042   3781186   4       6            14         4976_2_11
3781789   3782133   3       6            14         4976_2_11
3782563   3787797   3       6            14         4976_2_11
3788625   3788760   3       6            14         4976_2_11
3790136   3792655   4       6            14         4976_2_11
93371     94093     4       2            15         4976_2_2
468268    468581    6       2            15         4976_2_2
2257861   2258487   1       2            15         4976_2_2
2777398   2778278   5       2            15         4976_2_2
3469682   3471186   1       2            15         4976_2_2
3562115   3563269   4       2            15         4976_2_2
3687265   3688466   6       2            15         4976_2_2
3690798   3691309   6       2            15         4976_2_2
3709156   3709971   1       2            15         4976_2_2
3730078   3730222   6       2            15         4976_2_2
253323    255472    3       1            16         4976_2_5
256682    267869    5       1            16         4976_2_5
451794    454108    4       1            16         4976_2_5
530952    539072    5       1            16         4976_2_5
770581    771379    5       1            16         4976_2_5
1093956   1123220   5       1            16         4976_2_5
1146014   1149084   5       1            16         4976_2_5
1421539   1422834   5       1            16         4976_2_5
1969378   1970237   5       1            16         4976_2_5
1980228   1981729   5       1            16         4976_2_5
2047571   2048133   1       1            16         4976_2_5
2289152   2294912   5       1            16         4976_2_5
2523031   2527561   5       1            16         4976_2_5
2605107   2608942   5       1            16         4976_2_5
2634414   2637559   5       1            16         4976_2_5
2645701   2650256   5       1            16         4976_2_5
2863231   2864704   5       1            16         4976_2_5
2937988   2939323   5       1            16         4976_2_5
2951970   2955966   5       1            16         4976_2_5
3026560   3028834   1       1            16         4976_2_5
3032442   3037659   5       1            16         4976_2_5
3044851   3048015   5       1            16         4976_2_5
3126478   3126881   3       1            16         4976_2_5
3182675   3185935   5       1            16         4976_2_5
3365325   3368641   5       1            16         4976_2_5
3378009   3379585   5       1            16         4976_2_5
3695226   3695515   4       1            16         4976_2_5
3743778   3743938   6       1            16         4976_2_5
82692     100591    5       5            17         4976_3_1
520909    539835    5       5            17         4976_3_1
824759    840206    5       5            17         4976_3_1
1345099   1347368   1       5            17         4976_3_1
1654419   1655419   5       5            17         4976_3_1
1674893   1677429   5       5            17         4976_3_1
1701967   1703900   1       5            17         4976_3_1
2285130   2294354   5       5            17         4976_3_1
2442774   2447353   5       5            17         4976_3_1
2801754   2802603   5       5            17         4976_3_1
3077913   3078278   3       5            17         4976_3_1
3482652   3483050   6       5            17         4976_3_1
93371     94093     4       2            18         4976_3_10
468268    468581    6       2            18         4976_3_10
2777398   2778278   5       2            18         4976_3_10
3085483   3085577   1       2            18         4976_3_10
3280921   3280998   1       2            18         4976_3_10
3562115   3563269   4       2            18         4976_3_10
3687265   3688466   6       2            18         4976_3_10
3690798   3691309   6       2            18         4976_3_10
3709156   3709971   1       2            18         4976_3_10
82692     100591    5       5            19         4976_3_2
520909    539835    5       5            19         4976_3_2
824918    840206    5       5            19         4976_3_2
1345099   1346572   1       5            19         4976_3_2
1421014   1435370   5       5            19         4976_3_2
1654419   1655419   5       5            19         4976_3_2
1674893   1677429   5       5            19         4976_3_2
1689804   1697712   5       5            19         4976_3_2
2015605   2015795   6       5            19         4976_3_2
2285130   2294354   5       5            19         4976_3_2
2442774   2447353   5       5            19         4976_3_2
2801754   2802603   5       5            19         4976_3_2
2920305   2922875   5       5            19         4976_3_2
3761421   3761550   5       5            19         4976_3_2
82692     100591    5       5            20         4976_3_4
463186    464116    1       5            20         4976_3_4
510571    520533    5       5            20         4976_3_4
520909    539835    5       5            20         4976_3_4
824918    840206    5       5            20         4976_3_4
1345099   1346572   1       5            20         4976_3_4
1654419   1655419   5       5            20         4976_3_4
1674893   1677429   5       5            20         4976_3_4
2285130   2294354   5       5            20         4976_3_4
2442774   2447353   5       5            20         4976_3_4
2801754   2802603   5       5            20         4976_3_4
93371     94093     4       2            21         4976_3_6
468268    468581    6       2            21         4976_3_6
1624603   1624787   3       2            21         4976_3_6
2257861   2258487   1       2            21         4976_3_6
2777398   2778278   5       2            21         4976_3_6
2872119   2872138   1       2            21         4976_3_6
3469682   3471186   1       2            21         4976_3_6
3562115   3563269   4       2            21         4976_3_6
3687265   3688466   6       2            21         4976_3_6
3690798   3691309   6       2            21         4976_3_6
3709156   3709971   1       2            21         4976_3_6
82692     100591    5       5            22         4976_3_7
510571    520533    5       5            22         4976_3_7
520909    539835    5       5            22         4976_3_7
824918    840206    5       5            22         4976_3_7
1345099   1346572   1       5            22         4976_3_7
1654419   1655419   5       5            22         4976_3_7
1674893   1677429   5       5            22         4976_3_7
2285130   2294354   5       5            22         4976_3_7
2442774   2447353   5       5            22         4976_3_7
2801754   2802603   5       5            22         4976_3_7
3296944   3297714   5       5            22         4976_3_7
82692     100591    5       5            23         4976_3_8
520909    539835    5       5            23         4976_3_8
824918    840206    5       5            23         4976_3_8
1345099   1346572   1       5            23         4976_3_8
1654419   1655419   5       5            23         4976_3_8
1674893   1677429   5       5            23         4976_3_8
2285130   2294354   5       5            23         4976_3_8
2442774   2447353   5       5            23         4976_3_8
2801977   2802603   5       5            23         4976_3_8
93371     94093     4       2            24         4976_3_9
468268    468581    6       2            24         4976_3_9
2777398   2778278   5       2            24         4976_3_9
3469682   3471186   1       2            24         4976_3_9
3562115   3563269   4       2            24         4976_3_9
3687265   3688466   6       2            24         4976_3_9
3690798   3691309   6       2            24         4976_3_9
3709156   3709971   1       2            24         4976_3_9
82692     100591    5       5            25         4976_6_1
520909    539835    5       5            25         4976_6_1
824918    840206    5       5            25         4976_6_1
1345099   1346572   1       5            25         4976_6_1
1654419   1655419   5       5            25         4976_6_1
1674893   1677429   5       5            25         4976_6_1
2285130   2294354   5       5            25         4976_6_1
2442774   2447353   5       5            25         4976_6_1
2801977   2802603   5       5            25         4976_6_1
3062027   3062291   6       5            25         4976_6_1
82692     100591    5       5            26         4976_6_10
520909    539835    5       5            26         4976_6_10
824918    840206    5       5            26         4976_6_10
1345099   1346572   1       5            26         4976_6_10
1654419   1655419   5       5            26         4976_6_10
1674893   1677429   5       5            26         4976_6_10
2285130   2294354   5       5            26         4976_6_10
2442774   2447353   5       5            26         4976_6_10
2801977   2802603   5       5            26         4976_6_10
93371     94093     4       2            27         4976_6_11
468268    468581    6       2            27         4976_6_11
1877009   1877073   6       2            27         4976_6_11
2257861   2258487   1       2            27         4976_6_11
2777398   2778278   5       2            27         4976_6_11
3469682   3471186   1       2            27         4976_6_11
3562115   3563269   4       2            27         4976_6_11
3687265   3688466   6       2            27         4976_6_11
3690798   3691309   6       2            27         4976_6_11
3709156   3709971   1       2            27         4976_6_11
93371     94093     4       2            28         4976_6_2
468268    468581    6       2            28         4976_6_2
2257861   2258487   1       2            28         4976_6_2
2777398   2778278   5       2            28         4976_6_2
3469682   3471186   1       2            28         4976_6_2
3562115   3563269   4       2            28         4976_6_2
3687265   3688466   6       2            28         4976_6_2
3690798   3691309   6       2            28         4976_6_2
3709156   3709971   1       2            28         4976_6_2
82692     100223    5       5            29         4976_6_3
520909    539835    5       5            29         4976_6_3
824832    840206    5       5            29         4976_6_3
1345099   1346572   1       5            29         4976_6_3
1654419   1655419   5       5            29         4976_6_3
1674893   1677429   5       5            29         4976_6_3
1701967   1703900   1       5            29         4976_6_3
2285130   2294354   5       5            29         4976_6_3
2442774   2447353   5       5            29         4976_6_3
2801977   2802603   5       5            29         4976_6_3
82042     82558     3       1            30         4976_6_6
253491    255472    5       1            30         4976_6_6
256550    267869    5       1            30         4976_6_6
451794    454108    4       1            30         4976_6_6
530952    539072    5       1            30         4976_6_6
770581    771379    5       1            30         4976_6_6
1093956   1123220   5       1            30         4976_6_6
1146014   1149084   5       1            30         4976_6_6
1421539   1422834   5       1            30         4976_6_6
1969378   1970345   5       1            30         4976_6_6
1980228   1981729   5       1            30         4976_6_6
2047571   2048133   1       1            30         4976_6_6
2289152   2294912   5       1            30         4976_6_6
2523031   2527561   5       1            30         4976_6_6
2605107   2608942   5       1            30         4976_6_6
2634579   2637559   5       1            30         4976_6_6
2645701   2650256   5       1            30         4976_6_6
2863231   2864704   5       1            30         4976_6_6
2937988   2939323   5       1            30         4976_6_6
2951970   2955966   5       1            30         4976_6_6
3026560   3028834   1       1            30         4976_6_6
3032442   3037659   5       1            30         4976_6_6
3044851   3048015   5       1            30         4976_6_6
3126478   3126881   3       1            30         4976_6_6
3182675   3185935   5       1            30         4976_6_6
3365325   3368641   5       1            30         4976_6_6
3378009   3379585   5       1            30         4976_6_6
3695226   3695515   4       1            30         4976_6_6
3743778   3743938   6       1            30         4976_6_6
93371     94093     4       2            31         4976_6_8
468268    468581    6       2            31         4976_6_8
2777398   2778278   5       2            31         4976_6_8
3469682   3471186   1       2            31         4976_6_8
3562115   3563269   4       2            31         4976_6_8
3687265   3688466   6       2            31         4976_6_8
3690798   3691309   6       2            31         4976_6_8
3709156   3709971   1       2            31         4976_6_8
82692     100223    5       5            32         4976_7_1
520909    539835    5       5            32         4976_7_1
824851    840206    5       5            32         4976_7_1
1345099   1346572   1       5            32         4976_7_1
1654419   1655419   5       5            32         4976_7_1
1674893   1677429   5       5            32         4976_7_1
1701967   1704077   1       5            32         4976_7_1
2285130   2294354   5       5            32         4976_7_1
2442774   2447353   5       5            32         4976_7_1
2801977   2802603   5       5            32         4976_7_1
2903867   2916172   5       5            32         4976_7_1
221422    226868    5       4            33         4976_7_10
332965    333925    5       4            33         4976_7_10
536199    537985    5       4            33         4976_7_10
1116701   1131443   5       4            33         4976_7_10
1286348   1288967   5       4            33         4976_7_10
1328615   1334301   3       4            33         4976_7_10
1337234   1346371   4       4            33         4976_7_10
1390006   1391758   5       4            33         4976_7_10
1639257   1646447   5       4            33         4976_7_10
1649227   1671811   4       4            33         4976_7_10
1971639   1980677   5       4            33         4976_7_10
2127081   2141448   1       4            33         4976_7_10
2292896   2299681   5       4            33         4976_7_10
2444693   2447353   5       4            33         4976_7_10
2801977   2804216   5       4            33         4976_7_10
2898197   2900119   5       4            33         4976_7_10
2955241   2958640   5       4            33         4976_7_10
3113331   3189303   4       4            33         4976_7_10
3295642   3296943   5       4            33         4976_7_10
3695419   3696196   6       4            33         4976_7_10
3737582   3738788   1       4            33         4976_7_10
3750850   3751133   3       4            33         4976_7_10
93371     94093     4       2            34         4976_7_2
468268    468581    6       2            34         4976_7_2
2117448   2117473   5       2            34         4976_7_2
2257861   2258487   1       2            34         4976_7_2
2777398   2778278   5       2            34         4976_7_2
3469682   3471186   1       2            34         4976_7_2
3562115   3563269   4       2            34         4976_7_2
3687265   3688466   6       2            34         4976_7_2
3690756   3691309   6       2            34         4976_7_2
3709156   3709971   1       2            34         4976_7_2
101641    103927    5       3            35         4976_7_3
468268    468581    6       3            35         4976_7_3
536199    545231    5       3            35         4976_7_3
674539    676967    1       3            35         4976_7_3
1001173   1002651   4       3            35         4976_7_3
1245785   1246474   4       3            35         4976_7_3
1287554   1288890   5       3            35         4976_7_3
1437522   1439250   5       3            35         4976_7_3
1468312   1469627   5       3            35         4976_7_3
1641812   1643116   5       3            35         4976_7_3
1743610   1744766   5       3            35         4976_7_3
1858740   1860335   5       3            35         4976_7_3
1948045   1948883   5       3            35         4976_7_3
1971639   1981402   5       3            35         4976_7_3
2096519   2097280   5       3            35         4976_7_3
2292209   2293277   5       3            35         4976_7_3
2293502   2293934   5       3            35         4976_7_3
2444213   2445505   1       3            35         4976_7_3
2446049   2447353   5       3            35         4976_7_3
2483244   2487396   5       3            35         4976_7_3
2645701   2646236   5       3            35         4976_7_3
2798982   2802280   5       3            35         4976_7_3
2835258   2835493   5       3            35         4976_7_3
2847420   2848530   6       3            35         4976_7_3
2894616   2900119   5       3            35         4976_7_3
2944212   2945328   1       3            35         4976_7_3
2949536   2956264   5       3            35         4976_7_3
3108625   3112307   5       3            35         4976_7_3
3127228   3140139   5       3            35         4976_7_3
3188858   3195238   5       3            35         4976_7_3
3257843   3258428   5       3            35         4976_7_3
3296223   3296943   5       3            35         4976_7_3
3308533   3309605   5       3            35         4976_7_3
3365325   3365627   5       3            35         4976_7_3
3440663   3445726   5       3            35         4976_7_3
3504179   3504423   1       3            35         4976_7_3
3636188   3636556   6       3            35         4976_7_3
3653268   3653692   3       3            35         4976_7_3
3661934   3662677   3       3            35         4976_7_3
3675874   3677017   4       3            35         4976_7_3
3708588   3709585   3       3            35         4976_7_3
3750580   3751133   4       3            35         4976_7_3
253323    254464    3       1            36         4976_7_4
256682    267869    5       1            36         4976_7_4
327913    333284    5       1            36         4976_7_4
451794    454108    4       1            36         4976_7_4
530952    538963    5       1            36         4976_7_4
770581    771379    5       1            36         4976_7_4
1093956   1123220   5       1            36         4976_7_4
1146014   1149084   5       1            36         4976_7_4
1421539   1422834   5       1            36         4976_7_4
1969378   1970237   5       1            36         4976_7_4
1980228   1981729   5       1            36         4976_7_4
2047571   2048133   1       1            36         4976_7_4
2206476   2206824   6       1            36         4976_7_4
2289152   2294912   5       1            36         4976_7_4
2523031   2527561   5       1            36         4976_7_4
2605107   2608942   5       1            36         4976_7_4
2634579   2637559   5       1            36         4976_7_4
2645701   2650256   5       1            36         4976_7_4
2863231   2864704   5       1            36         4976_7_4
2937988   2939323   5       1            36         4976_7_4
2953361   2955966   5       1            36         4976_7_4
2990030   2990054   3       1            36         4976_7_4
3021371   3023183   5       1            36         4976_7_4
3026560   3028834   1       1            36         4976_7_4
3032442   3037659   5       1            36         4976_7_4
3045072   3048015   5       1            36         4976_7_4
3126478   3126881   3       1            36         4976_7_4
3182675   3185935   5       1            36         4976_7_4
3365325   3368641   5       1            36         4976_7_4
3378009   3379459   5       1            36         4976_7_4
3695226   3695515   4       1            36         4976_7_4
3743778   3743938   6       1            36         4976_7_4
101641    103927    5       3            37         4976_7_5
468268    468581    6       3            37         4976_7_5
536199    545231    5       3            37         4976_7_5
674840    676967    1       3            37         4976_7_5
768070    769762    3       3            37         4976_7_5
1001173   1002651   4       3            37         4976_7_5
1245785   1246474   4       3            37         4976_7_5
1287554   1288890   5       3            37         4976_7_5
1437522   1439250   5       3            37         4976_7_5
1468312   1469627   5       3            37         4976_7_5
1525409   1526429   3       3            37         4976_7_5
1641812   1643116   5       3            37         4976_7_5
1743610   1744766   5       3            37         4976_7_5
1858740   1860335   5       3            37         4976_7_5
1948045   1948883   5       3            37         4976_7_5
1971639   1981402   5       3            37         4976_7_5
2096519   2097280   5       3            37         4976_7_5
2140288   2141170   3       3            37         4976_7_5
2292209   2293277   5       3            37         4976_7_5
2293502   2293934   5       3            37         4976_7_5
2444213   2445505   1       3            37         4976_7_5
2446049   2447353   5       3            37         4976_7_5
2645701   2646236   5       3            37         4976_7_5
2798982   2802280   5       3            37         4976_7_5
2835258   2835493   5       3            37         4976_7_5
2847420   2848530   6       3            37         4976_7_5
2891967   2892689   4       3            37         4976_7_5
2894253   2900119   5       3            37         4976_7_5
2944212   2945328   1       3            37         4976_7_5
2949536   2956264   5       3            37         4976_7_5
3108625   3112307   5       3            37         4976_7_5
3120897   3121654   1       3            37         4976_7_5
3127228   3140139   5       3            37         4976_7_5
3188858   3195238   5       3            37         4976_7_5
3257843   3258428   5       3            37         4976_7_5
3296223   3296943   5       3            37         4976_7_5
3308533   3309605   5       3            37         4976_7_5
3365325   3365627   5       3            37         4976_7_5
3440663   3445726   5       3            37         4976_7_5
3504179   3504423   1       3            37         4976_7_5
3600685   3602653   1       3            37         4976_7_5
3636188   3636556   6       3            37         4976_7_5
3653268   3653692   3       3            37         4976_7_5
3661934   3662677   3       3            37         4976_7_5
3675874   3677017   4       3            37         4976_7_5
3708588   3709585   3       3            37         4976_7_5
3750580   3751133   4       3            37         4976_7_5
253323    254334    3       1            38         5103_7_10
256682    267869    5       1            38         5103_7_10
451794    454108    4       1            38         5103_7_10
521340    521584    1       1            38         5103_7_10
530952    538963    5       1            38         5103_7_10
770581    771379    5       1            38         5103_7_10
1093956   1123220   5       1            38         5103_7_10
1146014   1149084   5       1            38         5103_7_10
1421539   1422834   5       1            38         5103_7_10
1969378   1970345   5       1            38         5103_7_10
1980228   1981729   5       1            38         5103_7_10
2047571   2048133   1       1            38         5103_7_10
2289152   2294912   5       1            38         5103_7_10
2523031   2527561   5       1            38         5103_7_10
2605107   2608942   5       1            38         5103_7_10
2634579   2637559   5       1            38         5103_7_10
2645701   2650256   5       1            38         5103_7_10
2863231   2864704   5       1            38         5103_7_10
2937988   2939323   5       1            38         5103_7_10
2951970   2956264   5       1            38         5103_7_10
3026560   3028834   1       1            38         5103_7_10
3032442   3037659   5       1            38         5103_7_10
3045072   3048015   5       1            38         5103_7_10
3126478   3126881   3       1            38         5103_7_10
3182675   3185935   5       1            38         5103_7_10
3365325   3368641   5       1            38         5103_7_10
3378009   3379459   5       1            38         5103_7_10
3695226   3695515   4       1            38         5103_7_10
3743778   3743938   6       1            38         5103_7_10
216941    224751    5       1            39         5103_7_2
253323    255472    3       1            39         5103_7_2
256682    267869    5       1            39         5103_7_2
451794    454108    4       1            39         5103_7_2
521428    521514    1       1            39         5103_7_2
530952    538963    5       1            39         5103_7_2
770581    771379    5       1            39         5103_7_2
1093956   1123220   5       1            39         5103_7_2
1146014   1149084   5       1            39         5103_7_2
1421539   1422834   5       1            39         5103_7_2
1969378   1970237   5       1            39         5103_7_2
1980228   1981729   5       1            39         5103_7_2
2047571   2048133   1       1            39         5103_7_2
2289152   2294912   5       1            39         5103_7_2
2523031   2527561   5       1            39         5103_7_2
2605107   2608942   5       1            39         5103_7_2
2634579   2637559   5       1            39         5103_7_2
2645701   2650256   5       1            39         5103_7_2
2863779   2864704   5       1            39         5103_7_2
2937988   2939323   5       1            39         5103_7_2
2951970   2956264   5       1            39         5103_7_2
3026560   3028834   1       1            39         5103_7_2
3032442   3037659   5       1            39         5103_7_2
3045072   3048015   5       1            39         5103_7_2
3126478   3126881   3       1            39         5103_7_2
3182675   3185935   5       1            39         5103_7_2
3365325   3368641   5       1            39         5103_7_2
3378009   3379459   5       1            39         5103_7_2
3695226   3695515   4       1            39         5103_7_2
3743778   3743938   6       1            39         5103_7_2
82692     100223    5       5            40         5103_7_5
520909    539835    5       5            40         5103_7_5
824918    840206    5       5            40         5103_7_5
1345099   1346572   1       5            40         5103_7_5
1654419   1655419   5       5            40         5103_7_5
1674893   1677429   5       5            40         5103_7_5
2285130   2294354   5       5            40         5103_7_5
2442774   2447353   5       5            40         5103_7_5
2503552   2503615   5       5            40         5103_7_5
2801977   2802603   5       5            40         5103_7_5
82692     100223    5       5            41         5103_7_6
520909    539835    5       5            41         5103_7_6
